district,disaster_type,severity,season,num_households,avg_damage_level,pct_elderly,pct_children_u5,pct_disabled,avg_household_size,total_funding
Maseru,Strong Winds,Low,Spring,35,2.37,0.08,0.12,0.05,4.5,921000
Mokhotlong,Strong Winds,Critical,Spring,305,2.55,0.17,0.24,0.1,8.0,11978500
Quthing,Drought,Moderate,Summer,80,1.66,0.14,0.2,0.08,7.0,546000
Maseru,Strong Winds,Low,Winter,25,2.4,0.08,0.12,0.05,4.5,645500
Berea,Heavy Rainfall,Moderate,Spring,172,2.81,0.1,0.15,0.06,5.5,6967500
Thaba-Tseka,Drought,Low,Spring,20,1.45,0.16,0.23,0.09,7.5,141000
Mafeteng,Strong Winds,Moderate,Spring,176,2.62,0.12,0.18,0.07,6.0,6813000
Mokhotlong,Drought,Critical,Winter,302,1.58,0.17,0.24,0.1,8.0,2031500
Maseru,Strong Winds,Low,Winter,34,2.62,0.08,0.12,0.05,4.5,1281000
Mafeteng,Strong Winds,Critical,Summer,414,2.6,0.12,0.18,0.07,6.0,14808500
Quthing,Heavy Rainfall,Low,Spring,15,2.53,0.14,0.2,0.08,7.0,558500
Quthing,Strong Winds,Moderate,Summer,55,2.44,0.14,0.2,0.08,7.0,2256000
Mafeteng,Heavy Rainfall,Critical,Summer,447,2.74,0.12,0.18,0.07,6.0,16123500
Qacha's Nek,Strong Winds,Moderate,Winter,125,2.54,0.15,0.22,0.09,7.0,4244000
Berea,Strong Winds,Moderate,Spring,170,2.59,0.1,0.15,0.06,5.5,6430500
Quthing,Heavy Rainfall,Low,Summer,22,3.0,0.14,0.2,0.08,7.0,1375500
Qacha's Nek,Drought,Moderate,Winter,94,1.54,0.15,0.22,0.09,7.0,615500
Leribe,Drought,Low,Spring,17,1.24,0.11,0.16,0.06,5.5,97500
Mohale's Hoek,Heavy Rainfall,Critical,Spring,459,2.79,0.13,0.19,0.07,6.0,17392500
Mokhotlong,Drought,Low,Autumn,30,1.7,0.17,0.24,0.1,8.0,204000
Qacha's Nek,Heavy Rainfall,Low,Summer,46,2.85,0.15,0.22,0.09,7.0,1734000
Mohale's Hoek,Drought,Low,Autumn,22,1.82,0.13,0.19,0.07,6.0,157500
Berea,Drought,Moderate,Spring,91,1.59,0.1,0.15,0.06,5.5,618500
Mohale's Hoek,Heavy Rainfall,Critical,Winter,447,2.81,0.13,0.19,0.07,6.0,18199500
Maseru,Drought,Moderate,Spring,145,1.59,0.08,0.12,0.05,4.5,865500
Mohale's Hoek,Strong Winds,Moderate,Autumn,156,2.52,0.13,0.19,0.07,6.0,5607000
Mafeteng,Heavy Rainfall,Low,Summer,34,2.82,0.12,0.18,0.07,6.0,1314000
Thaba-Tseka,Drought,Critical,Summer,338,1.58,0.16,0.23,0.09,7.5,2379000
Quthing,Drought,Moderate,Autumn,184,1.56,0.14,0.2,0.08,7.0,1287000
Mokhotlong,Drought,Moderate,Winter,55,1.47,0.17,0.24,0.1,8.0,363500
Quthing,Heavy Rainfall,Critical,Spring,349,2.79,0.14,0.2,0.08,7.0,13516500
Quthing,Drought,Low,Winter,10,1.4,0.14,0.2,0.08,7.0,69000
Quthing,Strong Winds,Critical,Autumn,476,2.65,0.14,0.2,0.08,7.0,19718000
Mohale's Hoek,Heavy Rainfall,Critical,Winter,335,2.73,0.13,0.19,0.07,6.0,12354500
Mokhotlong,Drought,Low,Winter,13,1.31,0.17,0.24,0.1,8.0,80500
Quthing,Drought,Critical,Spring,482,1.61,0.14,0.2,0.08,7.0,3397500
Butha-Buthe,Heavy Rainfall,Low,Spring,23,2.87,0.14,0.19,0.08,6.5,1141500
Qacha's Nek,Drought,Critical,Spring,446,1.61,0.15,0.22,0.09,7.0,3145500
Quthing,Strong Winds,Critical,Spring,469,2.74,0.14,0.2,0.08,7.0,19533000
Qacha's Nek,Drought,Moderate,Summer,167,1.65,0.15,0.22,0.09,7.0,1155000
Thaba-Tseka,Heavy Rainfall,Low,Summer,25,2.68,0.16,0.23,0.09,7.5,679500
Butha-Buthe,Heavy Rainfall,Moderate,Autumn,93,2.7,0.14,0.19,0.08,6.5,2754500
Butha-Buthe,Heavy Rainfall,Low,Spring,40,2.55,0.14,0.19,0.08,6.5,1030500
Mohale's Hoek,Strong Winds,Low,Winter,15,2.27,0.13,0.19,0.07,6.0,428000
Berea,Heavy Rainfall,Critical,Winter,386,2.8,0.1,0.15,0.06,5.5,14033500
Mafeteng,Strong Winds,Critical,Winter,212,2.69,0.12,0.18,0.07,6.0,7805500
Mohale's Hoek,Drought,Moderate,Autumn,140,1.62,0.13,0.19,0.07,6.0,962500
Leribe,Strong Winds,Critical,Winter,377,2.66,0.11,0.16,0.06,5.5,14419500
Qacha's Nek,Drought,Critical,Autumn,465,1.6,0.15,0.22,0.09,7.0,3198500
Qacha's Nek,Drought,Critical,Autumn,416,1.62,0.15,0.22,0.09,7.0,2933000
Quthing,Heavy Rainfall,Critical,Winter,411,2.79,0.14,0.2,0.08,7.0,17723500
Thaba-Tseka,Strong Winds,Low,Winter,18,2.39,0.16,0.23,0.09,7.5,827000
Qacha's Nek,Heavy Rainfall,Moderate,Winter,89,2.66,0.15,0.22,0.09,7.0,2799500
Mohale's Hoek,Drought,Critical,Winter,291,1.6,0.13,0.19,0.07,6.0,1969500
Mohale's Hoek,Heavy Rainfall,Moderate,Spring,183,2.84,0.13,0.19,0.07,6.0,7065000
Butha-Buthe,Heavy Rainfall,Critical,Autumn,353,2.8,0.14,0.19,0.08,6.5,13346500
Mokhotlong,Strong Winds,Low,Spring,10,2.1,0.17,0.24,0.1,8.0,104500
Mafeteng,Heavy Rainfall,Moderate,Autumn,73,2.79,0.12,0.18,0.07,6.0,2334000
Mokhotlong,Heavy Rainfall,Critical,Spring,444,2.83,0.17,0.24,0.1,8.0,17843500
Mohale's Hoek,Strong Winds,Moderate,Spring,83,2.76,0.13,0.19,0.07,6.0,3175500
Butha-Buthe,Drought,Critical,Autumn,210,1.64,0.14,0.19,0.08,6.5,1482000
Mafeteng,Strong Winds,Moderate,Autumn,136,2.64,0.12,0.18,0.07,6.0,4593000
Leribe,Strong Winds,Moderate,Winter,87,2.57,0.11,0.16,0.06,5.5,3391000
Qacha's Nek,Strong Winds,Moderate,Spring,87,2.82,0.15,0.22,0.09,7.0,4218500
Mokhotlong,Strong Winds,Moderate,Winter,192,2.59,0.17,0.24,0.1,8.0,7681500
Qacha's Nek,Strong Winds,Moderate,Autumn,105,2.61,0.15,0.22,0.09,7.0,4213000
Mafeteng,Heavy Rainfall,Critical,Autumn,264,2.81,0.12,0.18,0.07,6.0,10028500
Mafeteng,Heavy Rainfall,Critical,Winter,348,2.73,0.12,0.18,0.07,6.0,13364500
Leribe,Strong Winds,Low,Spring,47,2.6,0.11,0.16,0.06,5.5,2279000
Qacha's Nek,Heavy Rainfall,Critical,Winter,363,2.81,0.15,0.22,0.09,7.0,13547000
Qacha's Nek,Strong Winds,Low,Autumn,43,2.77,0.15,0.22,0.09,7.0,1771000
Quthing,Drought,Low,Spring,42,1.6,0.14,0.2,0.08,7.0,286000
Quthing,Strong Winds,Low,Summer,43,2.63,0.14,0.2,0.08,7.0,1570500
Qacha's Nek,Drought,Critical,Spring,326,1.52,0.15,0.22,0.09,7.0,2184500
Leribe,Heavy Rainfall,Moderate,Summer,105,2.85,0.11,0.16,0.06,5.5,4668000
Qacha's Nek,Strong Winds,Low,Autumn,49,2.33,0.15,0.22,0.09,7.0,1674500
Mohale's Hoek,Heavy Rainfall,Low,Autumn,33,2.94,0.13,0.19,0.07,6.0,1612500
Thaba-Tseka,Heavy Rainfall,Critical,Winter,476,2.8,0.16,0.23,0.09,7.5,17397000
Mohale's Hoek,Heavy Rainfall,Moderate,Autumn,189,2.87,0.13,0.19,0.07,6.0,8612000
Butha-Buthe,Heavy Rainfall,Critical,Winter,403,2.72,0.14,0.19,0.08,6.5,13705500
Mohale's Hoek,Heavy Rainfall,Moderate,Spring,164,2.82,0.13,0.19,0.07,6.0,6931500
Berea,Heavy Rainfall,Moderate,Autumn,193,2.88,0.1,0.15,0.06,5.5,8309000
Mokhotlong,Drought,Low,Spring,29,1.72,0.17,0.24,0.1,8.0,223000
Butha-Buthe,Drought,Moderate,Autumn,127,1.69,0.14,0.19,0.08,6.5,862500
Mohale's Hoek,Drought,Critical,Autumn,322,1.65,0.13,0.19,0.07,6.0,2239500
Mokhotlong,Drought,Critical,Autumn,276,1.62,0.17,0.24,0.1,8.0,1951500
Leribe,Drought,Critical,Spring,459,1.57,0.11,0.16,0.06,5.5,2957500
Mokhotlong,Heavy Rainfall,Moderate,Autumn,95,2.82,0.17,0.24,0.1,8.0,3892500
Maseru,Strong Winds,Low,Winter,40,2.52,0.08,0.12,0.05,4.5,1777500
Mohale's Hoek,Heavy Rainfall,Low,Summer,48,2.88,0.13,0.19,0.07,6.0,1964000
Qacha's Nek,Drought,Low,Summer,42,1.67,0.15,0.22,0.09,7.0,313000
Berea,Drought,Moderate,Winter,56,1.41,0.1,0.15,0.06,5.5,352000
Berea,Drought,Moderate,Winter,138,1.57,0.1,0.15,0.06,5.5,860000
Leribe,Drought,Low,Summer,22,1.59,0.11,0.16,0.06,5.5,169000
Mokhotlong,Drought,Moderate,Winter,170,1.59,0.17,0.24,0.1,8.0,1150500
Mokhotlong,Strong Winds,Moderate,Spring,119,2.54,0.17,0.24,0.1,8.0,3572000
Quthing,Drought,Critical,Autumn,266,1.56,0.14,0.2,0.08,7.0,1841500
Quthing,Drought,Critical,Summer,295,1.58,0.14,0.2,0.08,7.0,2023500
Berea,Heavy Rainfall,Critical,Spring,400,2.77,0.1,0.15,0.06,5.5,14769000
Mokhotlong,Strong Winds,Moderate,Summer,137,2.67,0.17,0.24,0.1,8.0,5199000
Berea,Heavy Rainfall,Low,Autumn,15,3.07,0.1,0.15,0.06,5.5,707500
Butha-Buthe,Drought,Critical,Spring,448,1.55,0.14,0.19,0.08,6.5,3058000
Leribe,Strong Winds,Critical,Autumn,282,2.54,0.11,0.16,0.06,5.5,10324000
Qacha's Nek,Strong Winds,Moderate,Spring,66,2.48,0.15,0.22,0.09,7.0,2521000
Mokhotlong,Strong Winds,Moderate,Winter,163,2.66,0.17,0.24,0.1,8.0,7075500
Mohale's Hoek,Strong Winds,Low,Autumn,20,2.75,0.13,0.19,0.07,6.0,632000
Mokhotlong,Drought,Low,Autumn,50,1.62,0.17,0.24,0.1,8.0,364000
Mafeteng,Drought,Moderate,Spring,88,1.61,0.12,0.18,0.07,6.0,573500
Berea,Drought,Moderate,Spring,171,1.61,0.1,0.15,0.06,5.5,1115500
Quthing,Drought,Low,Winter,14,1.71,0.14,0.2,0.08,7.0,97000
Mohale's Hoek,Strong Winds,Low,Autumn,41,2.56,0.13,0.19,0.07,6.0,1283000
Mohale's Hoek,Heavy Rainfall,Critical,Summer,339,2.76,0.13,0.19,0.07,6.0,12724500
Thaba-Tseka,Heavy Rainfall,Critical,Summer,484,2.74,0.16,0.23,0.09,7.5,17310000
Leribe,Drought,Moderate,Summer,158,1.54,0.11,0.16,0.06,5.5,1021500
Mohale's Hoek,Heavy Rainfall,Low,Winter,24,2.54,0.13,0.19,0.07,6.0,816500
Quthing,Drought,Moderate,Winter,55,1.64,0.14,0.2,0.08,7.0,366000
Mafeteng,Heavy Rainfall,Moderate,Autumn,199,2.83,0.12,0.18,0.07,6.0,8456000
Qacha's Nek,Heavy Rainfall,Low,Autumn,21,2.95,0.15,0.22,0.09,7.0,981500
Mafeteng,Strong Winds,Low,Winter,41,2.44,0.12,0.18,0.07,6.0,1067000
Berea,Heavy Rainfall,Moderate,Spring,145,2.7,0.1,0.15,0.06,5.5,5435500
Mafeteng,Strong Winds,Low,Summer,46,2.78,0.12,0.18,0.07,6.0,1715500
Mokhotlong,Drought,Low,Summer,29,1.93,0.17,0.24,0.1,8.0,213000
Butha-Buthe,Drought,Moderate,Spring,149,1.76,0.14,0.19,0.08,6.5,1089500
Leribe,Heavy Rainfall,Low,Spring,41,2.85,0.11,0.16,0.06,5.5,989000
Mafeteng,Strong Winds,Moderate,Spring,141,2.59,0.12,0.18,0.07,6.0,5042500
Mokhotlong,Heavy Rainfall,Critical,Summer,237,2.85,0.17,0.24,0.1,8.0,8633000
Berea,Drought,Critical,Spring,486,1.55,0.1,0.15,0.06,5.5,3116500
Qacha's Nek,Drought,Moderate,Winter,101,1.64,0.15,0.22,0.09,7.0,713500
Maseru,Strong Winds,Critical,Spring,293,2.55,0.08,0.12,0.05,4.5,9105000
Qacha's Nek,Strong Winds,Moderate,Spring,62,2.71,0.15,0.22,0.09,7.0,2173000
Mokhotlong,Strong Winds,Low,Winter,15,2.47,0.17,0.24,0.1,8.0,645500
Thaba-Tseka,Drought,Low,Spring,40,1.52,0.16,0.23,0.09,7.5,276000
Thaba-Tseka,Heavy Rainfall,Critical,Winter,454,2.85,0.16,0.23,0.09,7.5,18935000
Mohale's Hoek,Strong Winds,Critical,Autumn,380,2.74,0.13,0.19,0.07,6.0,14870000
Qacha's Nek,Drought,Critical,Spring,310,1.6,0.15,0.22,0.09,7.0,2085500
Mohale's Hoek,Drought,Moderate,Spring,109,1.48,0.13,0.19,0.07,6.0,733000
Thaba-Tseka,Heavy Rainfall,Critical,Summer,488,2.81,0.16,0.23,0.09,7.5,19282000
Thaba-Tseka,Drought,Moderate,Autumn,61,1.59,0.16,0.23,0.09,7.5,455500
Berea,Strong Winds,Low,Winter,40,2.65,0.1,0.15,0.06,5.5,1446000
Mafeteng,Heavy Rainfall,Low,Spring,38,2.79,0.12,0.18,0.07,6.0,1273500
Mohale's Hoek,Drought,Low,Winter,27,1.44,0.13,0.19,0.07,6.0,181500
Maseru,Strong Winds,Moderate,Spring,180,2.7,0.08,0.12,0.05,4.5,7476500
Mafeteng,Heavy Rainfall,Low,Winter,13,2.69,0.12,0.18,0.07,6.0,297500
Mohale's Hoek,Heavy Rainfall,Moderate,Summer,88,2.76,0.13,0.19,0.07,6.0,3240500
Mokhotlong,Strong Winds,Low,Winter,48,2.42,0.17,0.24,0.1,8.0,1717000
Berea,Heavy Rainfall,Critical,Spring,268,2.76,0.1,0.15,0.06,5.5,10081500
Thaba-Tseka,Strong Winds,Moderate,Spring,157,2.66,0.16,0.23,0.09,7.5,6071500
Leribe,Strong Winds,Low,Winter,14,2.57,0.11,0.16,0.06,5.5,253000
Mafeteng,Drought,Moderate,Autumn,110,1.62,0.12,0.18,0.07,6.0,715000
Mafeteng,Strong Winds,Critical,Summer,402,2.54,0.12,0.18,0.07,6.0,14490000
Quthing,Drought,Low,Summer,13,1.38,0.14,0.2,0.08,7.0,82500
Butha-Buthe,Heavy Rainfall,Low,Autumn,13,3.38,0.14,0.19,0.08,6.5,1020000
Leribe,Drought,Low,Winter,40,1.73,0.11,0.16,0.06,5.5,278000
Berea,Strong Winds,Low,Autumn,45,2.73,0.1,0.15,0.06,5.5,2111500
Qacha's Nek,Strong Winds,Moderate,Summer,195,2.62,0.15,0.22,0.09,7.0,6994500
Berea,Drought,Moderate,Summer,59,1.63,0.1,0.15,0.06,5.5,402500
Mafeteng,Strong Winds,Low,Summer,34,2.65,0.12,0.18,0.07,6.0,1094000
Butha-Buthe,Drought,Moderate,Autumn,174,1.62,0.14,0.19,0.08,6.5,1210000
Butha-Buthe,Drought,Moderate,Winter,96,1.64,0.14,0.19,0.08,6.5,671000
Quthing,Heavy Rainfall,Low,Spring,47,3.06,0.14,0.2,0.08,7.0,2736500
Qacha's Nek,Strong Winds,Critical,Summer,280,2.52,0.15,0.22,0.09,7.0,11319500
Qacha's Nek,Strong Winds,Low,Winter,17,2.41,0.15,0.22,0.09,7.0,883500
Qacha's Nek,Heavy Rainfall,Low,Spring,29,2.59,0.15,0.22,0.09,7.0,731000
Mafeteng,Drought,Critical,Spring,393,1.61,0.12,0.18,0.07,6.0,2678000
Butha-Buthe,Drought,Moderate,Winter,140,1.57,0.14,0.19,0.08,6.5,982000
Maseru,Drought,Low,Spring,22,1.73,0.08,0.12,0.05,4.5,138500
Berea,Heavy Rainfall,Low,Winter,26,3.15,0.1,0.15,0.06,5.5,1483500
Berea,Drought,Moderate,Autumn,78,1.59,0.1,0.15,0.06,5.5,489500
Mohale's Hoek,Drought,Critical,Autumn,467,1.57,0.13,0.19,0.07,6.0,3155500
Leribe,Strong Winds,Moderate,Winter,171,2.44,0.11,0.16,0.06,5.5,4974000
Qacha's Nek,Heavy Rainfall,Low,Summer,47,2.72,0.15,0.22,0.09,7.0,1424000
Mokhotlong,Heavy Rainfall,Low,Summer,21,2.86,0.17,0.24,0.1,8.0,738500
Mohale's Hoek,Strong Winds,Critical,Spring,376,2.71,0.13,0.19,0.07,6.0,15263500
Mohale's Hoek,Strong Winds,Moderate,Summer,157,2.66,0.13,0.19,0.07,6.0,5584000
Berea,Heavy Rainfall,Low,Winter,43,3.0,0.1,0.15,0.06,5.5,2236000
Butha-Buthe,Strong Winds,Low,Summer,38,2.84,0.14,0.19,0.08,6.5,1716500
Mokhotlong,Strong Winds,Low,Spring,40,2.8,0.17,0.24,0.1,8.0,1916000
Mafeteng,Drought,Moderate,Autumn,84,1.6,0.12,0.18,0.07,6.0,563500
Leribe,Drought,Critical,Winter,470,1.59,0.11,0.16,0.06,5.5,3012000
Berea,Heavy Rainfall,Critical,Autumn,221,2.9,0.1,0.15,0.06,5.5,9361500
Leribe,Heavy Rainfall,Moderate,Summer,192,2.77,0.11,0.16,0.06,5.5,8300000
Quthing,Drought,Low,Spring,40,1.5,0.14,0.2,0.08,7.0,285000
Mokhotlong,Heavy Rainfall,Low,Autumn,32,2.59,0.17,0.24,0.1,8.0,929000
Berea,Strong Winds,Critical,Summer,494,2.63,0.1,0.15,0.06,5.5,19262000
Leribe,Strong Winds,Moderate,Winter,78,2.5,0.11,0.16,0.06,5.5,2442500
Qacha's Nek,Drought,Critical,Winter,484,1.6,0.15,0.22,0.09,7.0,3390500
Berea,Heavy Rainfall,Low,Winter,43,2.65,0.1,0.15,0.06,5.5,1311000
Berea,Strong Winds,Moderate,Spring,83,2.54,0.1,0.15,0.06,5.5,2816000
Thaba-Tseka,Drought,Low,Winter,39,1.77,0.16,0.23,0.09,7.5,296000
Qacha's Nek,Strong Winds,Critical,Winter,341,2.62,0.15,0.22,0.09,7.0,12361000
Qacha's Nek,Heavy Rainfall,Low,Spring,45,3.09,0.15,0.22,0.09,7.0,2313000
Qacha's Nek,Drought,Moderate,Summer,200,1.65,0.15,0.22,0.09,7.0,1422000
Quthing,Drought,Low,Spring,47,1.77,0.14,0.2,0.08,7.0,319500
Butha-Buthe,Strong Winds,Low,Spring,25,2.6,0.14,0.19,0.08,6.5,1240500
Mafeteng,Strong Winds,Moderate,Spring,126,2.67,0.12,0.18,0.07,6.0,5038500
Thaba-Tseka,Drought,Low,Spring,33,1.55,0.16,0.23,0.09,7.5,211000
Thaba-Tseka,Drought,Critical,Spring,253,1.58,0.16,0.23,0.09,7.5,1734500
Mohale's Hoek,Drought,Moderate,Spring,61,1.59,0.13,0.19,0.07,6.0,427500
Mokhotlong,Heavy Rainfall,Low,Autumn,25,3.0,0.17,0.24,0.1,8.0,1239000
Berea,Heavy Rainfall,Critical,Summer,484,2.76,0.1,0.15,0.06,5.5,18054500
Quthing,Heavy Rainfall,Critical,Summer,492,2.71,0.14,0.2,0.08,7.0,18356500
Qacha's Nek,Drought,Low,Summer,35,1.57,0.15,0.22,0.09,7.0,247500
Quthing,Drought,Moderate,Spring,87,1.52,0.14,0.2,0.08,7.0,590500
Quthing,Heavy Rainfall,Moderate,Winter,117,2.71,0.14,0.2,0.08,7.0,4349500
Butha-Buthe,Strong Winds,Moderate,Winter,119,2.64,0.14,0.19,0.08,6.5,4523500
Maseru,Heavy Rainfall,Critical,Spring,406,2.76,0.08,0.12,0.05,4.5,13962500
Mokhotlong,Drought,Critical,Summer,304,1.6,0.17,0.24,0.1,8.0,2077000
Mokhotlong,Drought,Moderate,Spring,197,1.61,0.17,0.24,0.1,8.0,1378000
Mohale's Hoek,Drought,Critical,Autumn,362,1.6,0.13,0.19,0.07,6.0,2544500
Mokhotlong,Heavy Rainfall,Low,Spring,12,2.75,0.17,0.24,0.1,8.0,558000
Mokhotlong,Strong Winds,Moderate,Autumn,91,2.63,0.17,0.24,0.1,8.0,3384000
Mohale's Hoek,Strong Winds,Critical,Winter,229,2.59,0.13,0.19,0.07,6.0,8602500
Maseru,Heavy Rainfall,Moderate,Winter,59,2.61,0.08,0.12,0.05,4.5,1781000
Butha-Buthe,Drought,Moderate,Autumn,67,1.57,0.14,0.19,0.08,6.5,471000
Leribe,Heavy Rainfall,Moderate,Winter,66,2.91,0.11,0.16,0.06,5.5,2299500
Thaba-Tseka,Strong Winds,Low,Autumn,10,2.7,0.16,0.23,0.09,7.5,461500
Butha-Buthe,Drought,Low,Winter,35,1.66,0.14,0.19,0.08,6.5,250500
Mohale's Hoek,Drought,Low,Summer,50,1.68,0.13,0.19,0.07,6.0,333000
Butha-Buthe,Heavy Rainfall,Critical,Autumn,384,2.86,0.14,0.19,0.08,6.5,15812500
Maseru,Drought,Critical,Summer,320,1.61,0.08,0.12,0.05,4.5,1936500
Thaba-Tseka,Strong Winds,Critical,Winter,280,2.69,0.16,0.23,0.09,7.5,10881000
Mafeteng,Heavy Rainfall,Low,Summer,46,2.89,0.12,0.18,0.07,6.0,2257500
Mafeteng,Drought,Low,Summer,22,1.59,0.12,0.18,0.07,6.0,160000
Leribe,Drought,Low,Autumn,18,1.33,0.11,0.16,0.06,5.5,105000
Mafeteng,Drought,Low,Winter,18,1.61,0.12,0.18,0.07,6.0,124500
Mokhotlong,Drought,Low,Summer,19,1.42,0.17,0.24,0.1,8.0,139500
Leribe,Drought,Critical,Spring,256,1.6,0.11,0.16,0.06,5.5,1686000
Qacha's Nek,Drought,Critical,Spring,345,1.55,0.15,0.22,0.09,7.0,2407000
Berea,Strong Winds,Moderate,Winter,184,2.58,0.1,0.15,0.06,5.5,7444500
Quthing,Drought,Low,Summer,14,2.0,0.14,0.2,0.08,7.0,89500
Mafeteng,Drought,Low,Autumn,37,1.49,0.12,0.18,0.07,6.0,249500
Mafeteng,Heavy Rainfall,Moderate,Autumn,63,2.75,0.12,0.18,0.07,6.0,2204000
Leribe,Strong Winds,Critical,Winter,428,2.65,0.11,0.16,0.06,5.5,16466000
Butha-Buthe,Heavy Rainfall,Moderate,Autumn,135,2.87,0.14,0.19,0.08,6.5,5111000
Berea,Drought,Moderate,Summer,158,1.58,0.1,0.15,0.06,5.5,1057500
Thaba-Tseka,Strong Winds,Low,Winter,44,2.52,0.16,0.23,0.09,7.5,1953500
Berea,Drought,Moderate,Summer,163,1.61,0.1,0.15,0.06,5.5,1058000
Qacha's Nek,Heavy Rainfall,Low,Autumn,38,2.74,0.15,0.22,0.09,7.0,1529000
Butha-Buthe,Strong Winds,Low,Winter,47,2.49,0.14,0.19,0.08,6.5,1709500
Leribe,Drought,Moderate,Summer,196,1.71,0.11,0.16,0.06,5.5,1326500
Mafeteng,Drought,Critical,Autumn,338,1.61,0.12,0.18,0.07,6.0,2303000
Mokhotlong,Drought,Critical,Autumn,267,1.61,0.17,0.24,0.1,8.0,1903500
Mokhotlong,Drought,Moderate,Winter,184,1.66,0.17,0.24,0.1,8.0,1327500
Maseru,Heavy Rainfall,Moderate,Winter,160,2.86,0.08,0.12,0.05,4.5,6135000
Qacha's Nek,Heavy Rainfall,Low,Summer,36,2.86,0.15,0.22,0.09,7.0,1222000
Leribe,Strong Winds,Moderate,Summer,140,2.68,0.11,0.16,0.06,5.5,5283500
Qacha's Nek,Heavy Rainfall,Low,Spring,25,2.88,0.15,0.22,0.09,7.0,700500
Mohale's Hoek,Heavy Rainfall,Moderate,Autumn,57,2.74,0.13,0.19,0.07,6.0,1951500
Butha-Buthe,Strong Winds,Low,Summer,45,2.62,0.14,0.19,0.08,6.5,1492500
Berea,Drought,Moderate,Summer,180,1.58,0.1,0.15,0.06,5.5,1175500
Berea,Heavy Rainfall,Moderate,Autumn,51,2.78,0.1,0.15,0.06,5.5,2588000
Thaba-Tseka,Heavy Rainfall,Critical,Summer,265,2.77,0.16,0.23,0.09,7.5,10850500
Quthing,Heavy Rainfall,Critical,Autumn,248,2.88,0.14,0.2,0.08,7.0,10254500
Maseru,Strong Winds,Critical,Summer,355,2.56,0.08,0.12,0.05,4.5,12507000
Mokhotlong,Drought,Critical,Winter,326,1.6,0.17,0.24,0.1,8.0,2256500
Leribe,Heavy Rainfall,Moderate,Autumn,184,2.8,0.11,0.16,0.06,5.5,6343500
Mokhotlong,Heavy Rainfall,Moderate,Autumn,133,2.8,0.17,0.24,0.1,8.0,4740000
Mohale's Hoek,Strong Winds,Low,Autumn,13,2.54,0.13,0.19,0.07,6.0,502500
Thaba-Tseka,Strong Winds,Critical,Summer,500,2.55,0.16,0.23,0.09,7.5,19177000
Mafeteng,Drought,Moderate,Summer,197,1.66,0.12,0.18,0.07,6.0,1384500
Mafeteng,Strong Winds,Moderate,Summer,107,2.67,0.12,0.18,0.07,6.0,4365000
Quthing,Strong Winds,Moderate,Spring,150,2.57,0.14,0.2,0.08,7.0,5838500
Mokhotlong,Drought,Low,Winter,11,1.45,0.17,0.24,0.1,8.0,78500
Mafeteng,Drought,Critical,Spring,410,1.56,0.12,0.18,0.07,6.0,2792500
Butha-Buthe,Strong Winds,Critical,Spring,315,2.62,0.14,0.19,0.08,6.5,11719500
Butha-Buthe,Strong Winds,Moderate,Winter,156,2.62,0.14,0.19,0.08,6.5,5953500
Berea,Strong Winds,Moderate,Spring,57,2.67,0.1,0.15,0.06,5.5,2254000
Maseru,Heavy Rainfall,Low,Autumn,27,2.7,0.08,0.12,0.05,4.5,942000
Mohale's Hoek,Strong Winds,Low,Winter,28,2.96,0.13,0.19,0.07,6.0,1597500
Berea,Drought,Critical,Summer,306,1.64,0.1,0.15,0.06,5.5,2035000
Leribe,Strong Winds,Critical,Autumn,471,2.63,0.11,0.16,0.06,5.5,16888500
Maseru,Drought,Low,Winter,26,1.54,0.08,0.12,0.05,4.5,150000
Mohale's Hoek,Drought,Moderate,Autumn,132,1.57,0.13,0.19,0.07,6.0,890000
Butha-Buthe,Strong Winds,Moderate,Winter,145,2.54,0.14,0.19,0.08,6.5,5786500
Leribe,Strong Winds,Moderate,Summer,84,2.77,0.11,0.16,0.06,5.5,4240000
Qacha's Nek,Drought,Critical,Spring,375,1.65,0.15,0.22,0.09,7.0,2633500
Mokhotlong,Heavy Rainfall,Critical,Autumn,387,2.82,0.17,0.24,0.1,8.0,16219500
Qacha's Nek,Drought,Low,Summer,44,1.45,0.15,0.22,0.09,7.0,299000
Qacha's Nek,Strong Winds,Critical,Winter,425,2.61,0.15,0.22,0.09,7.0,16173000
Mohale's Hoek,Strong Winds,Moderate,Spring,95,2.53,0.13,0.19,0.07,6.0,3149500
Mafeteng,Heavy Rainfall,Moderate,Summer,98,2.9,0.12,0.18,0.07,6.0,4282000
Mokhotlong,Strong Winds,Low,Spring,12,2.5,0.17,0.24,0.1,8.0,458500
Qacha's Nek,Strong Winds,Critical,Winter,315,2.62,0.15,0.22,0.09,7.0,11737500
Mokhotlong,Heavy Rainfall,Moderate,Winter,150,2.96,0.17,0.24,0.1,8.0,6496500
Mafeteng,Drought,Moderate,Spring,148,1.62,0.12,0.18,0.07,6.0,1012000
Thaba-Tseka,Strong Winds,Moderate,Summer,166,2.52,0.16,0.23,0.09,7.5,6471500
Quthing,Strong Winds,Low,Autumn,40,2.7,0.14,0.2,0.08,7.0,1677500
Mafeteng,Strong Winds,Low,Summer,11,2.82,0.12,0.18,0.07,6.0,457000
Berea,Heavy Rainfall,Low,Winter,30,2.77,0.1,0.15,0.06,5.5,1211000
